start time,end time,demand_kwh,unit
2023-06-05 06:00:00,2023-06-05 07:00:00,7558.22,kWh
2023-06-05 07:00:00,2023-06-05 08:00:00,7426.71,kWh
2023-06-05 08:00:00,2023-06-05 09:00:00,6732.73,kWh
2023-06-05 09:00:00,2023-06-05 10:00:00,7108.34,kWh
2023-06-05 10:00:00,2023-06-05 11:00:00,8100.65,kWh
2023-06-05 11:00:00,2023-06-05 12:00:00,8001.33,kWh
2023-06-05 12:00:00,2023-06-05 13:00:00,8117.3,kWh
2023-06-05 13:00:00,2023-06-05 14:00:00,7951.18,kWh
2023-06-05 14:00:00,2023-06-05 15:00:00,9638.53,kWh
2023-06-05 15:00:00,2023-06-05 16:00:00,9931.96,kWh
2023-06-05 16:00:00,2023-06-05 17:00:00,10231.71,kWh
2023-06-05 17:00:00,2023-06-05 18:00:00,10086.13,kWh
2023-06-05 18:00:00,2023-06-05 19:00:00,10493.87,kWh
2023-06-05 19:00:00,2023-06-05 20:00:00,9747.56,kWh
2023-06-05 20:00:00,2023-06-05 21:00:00,10001.11,kWh
2023-06-05 21:00:00,2023-06-05 22:00:00,11176.49,kWh
2023-06-05 22:00:00,2023-06-05 23:00:00,11163.62,kWh
2023-06-05 23:00:00,2023-06-06 00:00:00,10879.58,kWh
2023-06-06 00:00:00,2023-06-06 01:00:00,11101.16,kWh
2023-06-06 01:00:00,2023-06-06 02:00:00,11608.46,kWh
2023-06-06 02:00:00,2023-06-06 03:00:00,11640.18,kWh
2023-06-06 03:00:00,2023-06-06 04:00:00,11525.49,kWh
2023-06-06 04:00:00,2023-06-06 05:00:00,11700.07,kWh
2023-06-06 05:00:00,2023-06-06 06:00:00,11676.63,kWh
2023-06-06 06:00:00,2023-06-06 07:00:00,11653.89,kWh
2023-06-06 07:00:00,2023-06-06 08:00:00,11652.85,kWh
2023-06-06 08:00:00,2023-06-06 09:00:00,10061.2,kWh
2023-06-06 09:00:00,2023-06-06 10:00:00,7073.32,kWh
2023-06-06 10:00:00,2023-06-06 11:00:00,7611.8,kWh
2023-06-06 11:00:00,2023-06-06 12:00:00,7487.71,kWh
2023-06-06 12:00:00,2023-06-06 13:00:00,7222.46,kWh
2023-06-06 13:00:00,2023-06-06 14:00:00,6925.91,kWh
2023-06-06 14:00:00,2023-06-06 15:00:00,7031.71,kWh
2023-06-06 15:00:00,2023-06-06 16:00:00,8028.86,kWh
2023-06-06 16:00:00,2023-06-06 17:00:00,8632.75,kWh
2023-06-06 17:00:00,2023-06-06 18:00:00,8694.71,kWh
2023-06-06 18:00:00,2023-06-06 19:00:00,9454.73,kWh
2023-06-06 19:00:00,2023-06-06 20:00:00,10678.79,kWh
2023-06-06 20:00:00,2023-06-06 21:00:00,10701.24,kWh
2023-06-06 21:00:00,2023-06-06 22:00:00,11312.15,kWh
2023-06-06 22:00:00,2023-06-06 23:00:00,11141.35,kWh
2023-06-06 23:00:00,2023-06-07 00:00:00,11249.05,kWh
2023-06-07 00:00:00,2023-06-07 01:00:00,11484.11,kWh
2023-06-07 01:00:00,2023-06-07 02:00:00,11207.74,kWh
2023-06-07 02:00:00,2023-06-07 03:00:00,11172.82,kWh
2023-06-07 03:00:00,2023-06-07 04:00:00,11292.47,kWh
2023-06-07 04:00:00,2023-06-07 05:00:00,11478.53,kWh
2023-06-07 05:00:00,2023-06-07 06:00:00,10693.52,kWh
2023-06-07 06:00:00,2023-06-07 07:00:00,10621.15,kWh
2023-06-07 07:00:00,2023-06-07 08:00:00,10319.87,kWh
2023-06-07 08:00:00,2023-06-07 09:00:00,10199.77,kWh
2023-06-07 09:00:00,2023-06-07 10:00:00,9894.2,kWh
2023-06-07 10:00:00,2023-06-07 11:00:00,8459.75,kWh
2023-06-07 11:00:00,2023-06-07 12:00:00,8525.73,kWh
2023-06-07 12:00:00,2023-06-07 13:00:00,9594.69,kWh
2023-06-07 13:00:00,2023-06-07 14:00:00,8773.95,kWh
2023-06-07 14:00:00,2023-06-07 15:00:00,10114.8,kWh
2023-06-07 15:00:00,2023-06-07 16:00:00,10269.86,kWh
2023-06-07 16:00:00,2023-06-07 17:00:00,10341.95,kWh
2023-06-07 17:00:00,2023-06-07 18:00:00,10761.57,kWh
2023-06-07 18:00:00,2023-06-07 19:00:00,9655.21,kWh
2023-06-07 19:00:00,2023-06-07 20:00:00,9406.07,kWh
2023-06-07 20:00:00,2023-06-07 21:00:00,8818.62,kWh
2023-06-07 21:00:00,2023-06-07 22:00:00,10194.12,kWh
2023-06-07 22:00:00,2023-06-07 23:00:00,10281.29,kWh
2023-06-07 23:00:00,2023-06-08 00:00:00,9486.84,kWh
2023-06-08 00:00:00,2023-06-08 01:00:00,10607.14,kWh
2023-06-08 01:00:00,2023-06-08 02:00:00,9916.61,kWh
2023-06-08 02:00:00,2023-06-08 03:00:00,11303.83,kWh
2023-06-08 03:00:00,2023-06-08 04:00:00,10648.07,kWh
2023-06-08 04:00:00,2023-06-08 05:00:00,11440.87,kWh
2023-06-08 05:00:00,2023-06-08 06:00:00,11952.7,kWh
2023-06-08 06:00:00,2023-06-08 07:00:00,12262.12,kWh
2023-06-08 07:00:00,2023-06-08 08:00:00,11404.43,kWh
2023-06-08 08:00:00,2023-06-08 09:00:00,10022.97,kWh
2023-06-08 09:00:00,2023-06-08 10:00:00,8504.1,kWh
2023-06-08 10:00:00,2023-06-08 11:00:00,9738.4,kWh
2023-06-08 11:00:00,2023-06-08 12:00:00,10845.08,kWh
2023-06-08 12:00:00,2023-06-08 13:00:00,11051.97,kWh
2023-06-08 13:00:00,2023-06-08 14:00:00,8514.57,kWh
2023-06-08 14:00:00,2023-06-08 15:00:00,9594.66,kWh
2023-06-08 15:00:00,2023-06-08 16:00:00,11110.46,kWh
2023-06-08 16:00:00,2023-06-08 17:00:00,10613.33,kWh
2023-06-08 17:00:00,2023-06-08 18:00:00,10816.65,kWh
2023-06-08 18:00:00,2023-06-08 19:00:00,10303.88,kWh
2023-06-08 19:00:00,2023-06-08 20:00:00,10672.97,kWh
2023-06-08 20:00:00,2023-06-08 21:00:00,10592.72,kWh
2023-06-08 21:00:00,2023-06-08 22:00:00,11382.78,kWh
2023-06-08 22:00:00,2023-06-08 23:00:00,10567.74,kWh
2023-06-08 23:00:00,2023-06-09 00:00:00,10458.33,kWh
2023-06-09 00:00:00,2023-06-09 01:00:00,9134.19,kWh
2023-06-09 01:00:00,2023-06-09 02:00:00,8554.36,kWh
2023-06-09 02:00:00,2023-06-09 03:00:00,10791.34,kWh
2023-06-09 03:00:00,2023-06-09 04:00:00,11388.58,kWh
2023-06-09 04:00:00,2023-06-09 05:00:00,10561.9,kWh
2023-06-09 05:00:00,2023-06-09 06:00:00,8685.77,kWh
2023-06-09 06:00:00,2023-06-09 07:00:00,8689.65,kWh
2023-06-09 07:00:00,2023-06-09 08:00:00,8322.48,kWh
2023-06-09 08:00:00,2023-06-09 09:00:00,9342.35,kWh
2023-06-09 09:00:00,2023-06-09 10:00:00,10216.79,kWh
2023-06-09 10:00:00,2023-06-09 11:00:00,8178.44,kWh
2023-06-09 11:00:00,2023-06-09 12:00:00,10626.95,kWh
2023-06-09 12:00:00,2023-06-09 13:00:00,11322.6,kWh
2023-06-09 13:00:00,2023-06-09 14:00:00,11118.68,kWh
2023-06-09 14:00:00,2023-06-09 15:00:00,11379.0,kWh
2023-06-09 15:00:00,2023-06-09 16:00:00,10223.23,kWh
2023-06-09 16:00:00,2023-06-09 17:00:00,10435.0,kWh
2023-06-09 17:00:00,2023-06-09 18:00:00,8513.36,kWh
2023-06-09 18:00:00,2023-06-09 19:00:00,7704.48,kWh
2023-06-09 19:00:00,2023-06-09 20:00:00,7070.17,kWh
2023-06-09 20:00:00,2023-06-09 21:00:00,6095.73,kWh
2023-06-09 21:00:00,2023-06-09 22:00:00,5787.4,kWh
2023-06-09 22:00:00,2023-06-09 23:00:00,5711.59,kWh
2023-06-09 23:00:00,2023-06-10 00:00:00,5813.38,kWh
2023-06-10 00:00:00,2023-06-10 01:00:00,5673.2,kWh
2023-06-10 01:00:00,2023-06-10 02:00:00,6010.19,kWh
2023-06-10 02:00:00,2023-06-10 03:00:00,6047.92,kWh
2023-06-10 03:00:00,2023-06-10 04:00:00,6164.95,kWh
2023-06-10 04:00:00,2023-06-10 05:00:00,6259.81,kWh
2023-06-10 05:00:00,2023-06-10 06:00:00,6553.49,kWh
2023-06-10 06:00:00,2023-06-10 07:00:00,6222.55,kWh
2023-06-10 07:00:00,2023-06-10 08:00:00,5902.24,kWh
2023-06-10 08:00:00,2023-06-10 09:00:00,5826.86,kWh
2023-06-10 09:00:00,2023-06-10 10:00:00,5731.4,kWh
2023-06-10 10:00:00,2023-06-10 11:00:00,6039.37,kWh
2023-06-10 11:00:00,2023-06-10 12:00:00,5930.48,kWh
2023-06-10 12:00:00,2023-06-10 13:00:00,5731.65,kWh
2023-06-10 13:00:00,2023-06-10 14:00:00,5822.27,kWh
2023-06-10 14:00:00,2023-06-10 15:00:00,5837.63,kWh
2023-06-10 15:00:00,2023-06-10 16:00:00,5931.28,kWh
2023-06-10 16:00:00,2023-06-10 17:00:00,5885.99,kWh
2023-06-10 17:00:00,2023-06-10 18:00:00,5903.37,kWh
2023-06-10 18:00:00,2023-06-10 19:00:00,5679.98,kWh
2023-06-10 19:00:00,2023-06-10 20:00:00,5661.72,kWh
2023-06-10 20:00:00,2023-06-10 21:00:00,5490.32,kWh
2023-06-10 21:00:00,2023-06-10 22:00:00,5548.2,kWh
2023-06-10 22:00:00,2023-06-10 23:00:00,5834.04,kWh
2023-06-10 23:00:00,2023-06-11 00:00:00,6149.49,kWh
2023-06-11 00:00:00,2023-06-11 01:00:00,6204.14,kWh
2023-06-11 01:00:00,2023-06-11 02:00:00,5843.43,kWh
2023-06-11 02:00:00,2023-06-11 03:00:00,6076.29,kWh
2023-06-11 03:00:00,2023-06-11 04:00:00,6094.31,kWh
2023-06-11 04:00:00,2023-06-11 05:00:00,6125.87,kWh
2023-06-11 05:00:00,2023-06-11 06:00:00,6311.98,kWh
2023-06-11 06:00:00,2023-06-11 07:00:00,6069.41,kWh
2023-06-11 07:00:00,2023-06-11 08:00:00,6203.39,kWh
2023-06-11 08:00:00,2023-06-11 09:00:00,6241.27,kWh
2023-06-11 09:00:00,2023-06-11 10:00:00,6013.97,kWh
2023-06-11 10:00:00,2023-06-11 11:00:00,6045.3,kWh
2023-06-11 11:00:00,2023-06-11 12:00:00,5558.64,kWh
2023-06-11 12:00:00,2023-06-11 13:00:00,5736.71,kWh
2023-06-11 13:00:00,2023-06-11 14:00:00,5700.35,kWh
2023-06-11 14:00:00,2023-06-11 15:00:00,5762.31,kWh
2023-06-11 15:00:00,2023-06-11 16:00:00,5782.13,kWh
2023-06-11 16:00:00,2023-06-11 17:00:00,5647.06,kWh
2023-06-11 17:00:00,2023-06-11 18:00:00,5765.39,kWh
2023-06-11 18:00:00,2023-06-11 19:00:00,5624.94,kWh
2023-06-11 19:00:00,2023-06-11 20:00:00,7699.84,kWh
2023-06-11 20:00:00,2023-06-11 21:00:00,8112.04,kWh
2023-06-11 21:00:00,2023-06-11 22:00:00,8629.85,kWh
2023-06-11 22:00:00,2023-06-11 23:00:00,8720.23,kWh
2023-06-11 23:00:00,2023-06-12 00:00:00,8326.18,kWh
2023-06-12 00:00:00,2023-06-12 01:00:00,11421.89,kWh
2023-06-12 01:00:00,2023-06-12 02:00:00,9992.56,kWh
2023-06-12 02:00:00,2023-06-12 03:00:00,8805.15,kWh
2023-06-12 03:00:00,2023-06-12 04:00:00,9644.94,kWh
2023-06-12 04:00:00,2023-06-12 05:00:00,7956.38,kWh
2023-06-12 05:00:00,2023-06-12 06:00:00,8027.46,kWh
2023-06-12 06:00:00,2023-06-12 07:00:00,8905.22,kWh
2023-06-12 07:00:00,2023-06-12 08:00:00,8748.16,kWh
2023-06-12 08:00:00,2023-06-12 09:00:00,8339.99,kWh
2023-06-12 09:00:00,2023-06-12 10:00:00,8036.99,kWh
2023-06-12 10:00:00,2023-06-12 11:00:00,10907.54,kWh
2023-06-12 11:00:00,2023-06-12 12:00:00,10985.9,kWh
2023-06-12 12:00:00,2023-06-12 13:00:00,10467.81,kWh
2023-06-12 13:00:00,2023-06-12 14:00:00,11230.9,kWh
2023-06-12 14:00:00,2023-06-12 15:00:00,9495.52,kWh
2023-06-12 15:00:00,2023-06-12 16:00:00,10726.78,kWh
2023-06-12 16:00:00,2023-06-12 17:00:00,10500.68,kWh
2023-06-12 17:00:00,2023-06-12 18:00:00,11199.34,kWh
2023-06-12 18:00:00,2023-06-12 19:00:00,11208.67,kWh
2023-06-12 19:00:00,2023-06-12 20:00:00,11067.82,kWh
2023-06-12 20:00:00,2023-06-12 21:00:00,11327.98,kWh
2023-06-12 21:00:00,2023-06-12 22:00:00,11360.69,kWh
2023-06-12 22:00:00,2023-06-12 23:00:00,11434.0,kWh
2023-06-12 23:00:00,2023-06-13 00:00:00,11364.22,kWh
2023-06-13 00:00:00,2023-06-13 01:00:00,11466.94,kWh
2023-06-13 01:00:00,2023-06-13 02:00:00,11344.3,kWh
2023-06-13 02:00:00,2023-06-13 03:00:00,11355.52,kWh
2023-06-13 03:00:00,2023-06-13 04:00:00,10747.32,kWh
2023-06-13 04:00:00,2023-06-13 05:00:00,11754.81,kWh
2023-06-13 05:00:00,2023-06-13 06:00:00,9349.03,kWh
2023-06-13 06:00:00,2023-06-13 07:00:00,9384.55,kWh
2023-06-13 07:00:00,2023-06-13 08:00:00,11274.51,kWh
2023-06-13 08:00:00,2023-06-13 09:00:00,11181.82,kWh
2023-06-13 09:00:00,2023-06-13 10:00:00,11138.76,kWh
2023-06-13 10:00:00,2023-06-13 11:00:00,10847.86,kWh
2023-06-13 11:00:00,2023-06-13 12:00:00,11301.29,kWh
2023-06-13 12:00:00,2023-06-13 13:00:00,11740.81,kWh
2023-06-13 13:00:00,2023-06-13 14:00:00,11152.57,kWh
2023-06-13 14:00:00,2023-06-13 15:00:00,10983.15,kWh
2023-06-13 15:00:00,2023-06-13 16:00:00,10192.28,kWh
2023-06-13 16:00:00,2023-06-13 17:00:00,9843.15,kWh
2023-06-13 17:00:00,2023-06-13 18:00:00,10456.76,kWh
2023-06-13 18:00:00,2023-06-13 19:00:00,10011.68,kWh
2023-06-13 19:00:00,2023-06-13 20:00:00,10081.03,kWh
2023-06-13 20:00:00,2023-06-13 21:00:00,11394.43,kWh
2023-06-13 21:00:00,2023-06-13 22:00:00,11623.66,kWh
2023-06-13 22:00:00,2023-06-13 23:00:00,11195.39,kWh
2023-06-13 23:00:00,2023-06-14 00:00:00,11233.72,kWh
2023-06-14 00:00:00,2023-06-14 01:00:00,11234.34,kWh
2023-06-14 01:00:00,2023-06-14 02:00:00,8704.46,kWh
2023-06-14 02:00:00,2023-06-14 03:00:00,9082.14,kWh
2023-06-14 03:00:00,2023-06-14 04:00:00,8615.51,kWh
2023-06-14 04:00:00,2023-06-14 05:00:00,8680.22,kWh
2023-06-14 05:00:00,2023-06-14 06:00:00,8829.77,kWh
2023-06-14 06:00:00,2023-06-14 07:00:00,9039.84,kWh
2023-06-14 07:00:00,2023-06-14 08:00:00,8612.42,kWh
2023-06-14 08:00:00,2023-06-14 09:00:00,9551.55,kWh
2023-06-14 09:00:00,2023-06-14 10:00:00,8434.22,kWh
2023-06-14 10:00:00,2023-06-14 11:00:00,8452.01,kWh
2023-06-14 11:00:00,2023-06-14 12:00:00,8516.83,kWh
2023-06-14 12:00:00,2023-06-14 13:00:00,9839.96,kWh
2023-06-14 13:00:00,2023-06-14 14:00:00,9433.17,kWh
2023-06-14 14:00:00,2023-06-14 15:00:00,8531.75,kWh
2023-06-14 15:00:00,2023-06-14 16:00:00,9888.78,kWh
2023-06-14 16:00:00,2023-06-14 17:00:00,11081.46,kWh
2023-06-14 17:00:00,2023-06-14 18:00:00,11094.3,kWh
2023-06-14 18:00:00,2023-06-14 19:00:00,11029.32,kWh
2023-06-14 19:00:00,2023-06-14 20:00:00,10852.69,kWh
2023-06-14 20:00:00,2023-06-14 21:00:00,11281.39,kWh
2023-06-14 21:00:00,2023-06-14 22:00:00,11248.71,kWh
2023-06-14 22:00:00,2023-06-14 23:00:00,11363.62,kWh
2023-06-14 23:00:00,2023-06-15 00:00:00,11472.89,kWh
2023-06-15 00:00:00,2023-06-15 01:00:00,11667.2,kWh
2023-06-15 01:00:00,2023-06-15 02:00:00,11297.1,kWh
2023-06-15 02:00:00,2023-06-15 03:00:00,11741.25,kWh
2023-06-15 03:00:00,2023-06-15 04:00:00,10246.31,kWh
2023-06-15 04:00:00,2023-06-15 05:00:00,8989.91,kWh
2023-06-15 05:00:00,2023-06-15 06:00:00,8337.44,kWh
2023-06-15 06:00:00,2023-06-15 07:00:00,8365.05,kWh
2023-06-15 07:00:00,2023-06-15 08:00:00,10460.92,kWh
2023-06-15 08:00:00,2023-06-15 09:00:00,9975.73,kWh
2023-06-15 09:00:00,2023-06-15 10:00:00,7463.8,kWh
2023-06-15 10:00:00,2023-06-15 11:00:00,7715.04,kWh
2023-06-15 11:00:00,2023-06-15 12:00:00,10040.11,kWh
2023-06-15 12:00:00,2023-06-15 13:00:00,10431.77,kWh
2023-06-15 13:00:00,2023-06-15 14:00:00,11138.31,kWh
2023-06-15 14:00:00,2023-06-15 15:00:00,11014.76,kWh
2023-06-15 15:00:00,2023-06-15 16:00:00,10924.64,kWh
2023-06-15 16:00:00,2023-06-15 17:00:00,10537.27,kWh
2023-06-15 17:00:00,2023-06-15 18:00:00,10039.54,kWh
2023-06-15 18:00:00,2023-06-15 19:00:00,11418.33,kWh
2023-06-15 19:00:00,2023-06-15 20:00:00,11085.87,kWh
2023-06-15 20:00:00,2023-06-15 21:00:00,11306.11,kWh
2023-06-15 21:00:00,2023-06-15 22:00:00,11780.33,kWh
2023-06-15 22:00:00,2023-06-15 23:00:00,10632.55,kWh
2023-06-15 23:00:00,2023-06-16 00:00:00,10351.05,kWh
2023-06-16 00:00:00,2023-06-16 01:00:00,12073.37,kWh
2023-06-16 01:00:00,2023-06-16 02:00:00,10647.53,kWh
2023-06-16 02:00:00,2023-06-16 03:00:00,9214.78,kWh
2023-06-16 03:00:00,2023-06-16 04:00:00,9252.97,kWh
2023-06-16 04:00:00,2023-06-16 05:00:00,8956.38,kWh
2023-06-16 05:00:00,2023-06-16 06:00:00,8578.99,kWh
2023-06-16 06:00:00,2023-06-16 07:00:00,8797.04,kWh
2023-06-16 07:00:00,2023-06-16 08:00:00,8475.3,kWh
2023-06-16 08:00:00,2023-06-16 09:00:00,8431.11,kWh
2023-06-16 09:00:00,2023-06-16 10:00:00,8150.43,kWh
2023-06-16 10:00:00,2023-06-16 11:00:00,8496.07,kWh
2023-06-16 11:00:00,2023-06-16 12:00:00,8592.64,kWh
2023-06-16 12:00:00,2023-06-16 13:00:00,8613.18,kWh
2023-06-16 13:00:00,2023-06-16 14:00:00,7598.88,kWh
2023-06-16 14:00:00,2023-06-16 15:00:00,7238.97,kWh
2023-06-16 15:00:00,2023-06-16 16:00:00,6219.31,kWh
2023-06-16 16:00:00,2023-06-16 17:00:00,6894.54,kWh
2023-06-16 17:00:00,2023-06-16 18:00:00,6869.12,kWh
2023-06-16 18:00:00,2023-06-16 19:00:00,7037.24,kWh
2023-06-16 19:00:00,2023-06-16 20:00:00,6788.15,kWh
2023-06-16 20:00:00,2023-06-16 21:00:00,6651.28,kWh
2023-06-16 21:00:00,2023-06-16 22:00:00,6363.04,kWh
2023-06-16 22:00:00,2023-06-16 23:00:00,6192.6,kWh
2023-06-16 23:00:00,2023-06-17 00:00:00,6291.39,kWh
2023-06-17 00:00:00,2023-06-17 01:00:00,6181.4,kWh
2023-06-17 01:00:00,2023-06-17 02:00:00,5806.13,kWh
2023-06-17 02:00:00,2023-06-17 03:00:00,5890.03,kWh
2023-06-17 03:00:00,2023-06-17 04:00:00,6345.67,kWh
2023-06-17 04:00:00,2023-06-17 05:00:00,6012.9,kWh
2023-06-17 05:00:00,2023-06-17 06:00:00,5985.37,kWh
2023-06-17 06:00:00,2023-06-17 07:00:00,6084.2,kWh
2023-06-17 07:00:00,2023-06-17 08:00:00,5844.72,kWh
2023-06-17 08:00:00,2023-06-17 09:00:00,5889.52,kWh
2023-06-17 09:00:00,2023-06-17 10:00:00,5732.04,kWh
2023-06-17 10:00:00,2023-06-17 11:00:00,5369.22,kWh
2023-06-17 11:00:00,2023-06-17 12:00:00,4530.26,kWh
2023-06-17 12:00:00,2023-06-17 13:00:00,4766.58,kWh
2023-06-17 13:00:00,2023-06-17 14:00:00,5171.34,kWh
2023-06-17 14:00:00,2023-06-17 15:00:00,5014.01,kWh
2023-06-17 15:00:00,2023-06-17 16:00:00,4962.62,kWh
2023-06-17 16:00:00,2023-06-17 17:00:00,5981.95,kWh
2023-06-17 17:00:00,2023-06-17 18:00:00,6381.24,kWh
2023-06-17 18:00:00,2023-06-17 19:00:00,6348.55,kWh
2023-06-17 19:00:00,2023-06-17 20:00:00,5744.86,kWh
2023-06-17 20:00:00,2023-06-17 21:00:00,5063.26,kWh
2023-06-17 21:00:00,2023-06-17 22:00:00,5094.23,kWh
2023-06-17 22:00:00,2023-06-17 23:00:00,5195.49,kWh
2023-06-17 23:00:00,2023-06-18 00:00:00,5606.81,kWh
2023-06-18 00:00:00,2023-06-18 01:00:00,5849.12,kWh
2023-06-18 01:00:00,2023-06-18 02:00:00,6142.46,kWh
2023-06-18 02:00:00,2023-06-18 03:00:00,6319.95,kWh
2023-06-18 03:00:00,2023-06-18 04:00:00,6945.3,kWh
2023-06-18 04:00:00,2023-06-18 05:00:00,6814.86,kWh
2023-06-18 05:00:00,2023-06-18 06:00:00,6769.98,kWh
2023-06-18 06:00:00,2023-06-18 07:00:00,6650.73,kWh
2023-06-18 07:00:00,2023-06-18 08:00:00,6610.76,kWh
2023-06-18 08:00:00,2023-06-18 09:00:00,6520.13,kWh
2023-06-18 09:00:00,2023-06-18 10:00:00,6251.39,kWh
2023-06-18 10:00:00,2023-06-18 11:00:00,6234.89,kWh
2023-06-18 11:00:00,2023-06-18 12:00:00,6121.69,kWh
2023-06-18 12:00:00,2023-06-18 13:00:00,6352.25,kWh
2023-06-18 13:00:00,2023-06-18 14:00:00,5999.02,kWh
2023-06-18 14:00:00,2023-06-18 15:00:00,6321.45,kWh
2023-06-18 15:00:00,2023-06-18 16:00:00,6607.01,kWh
2023-06-18 16:00:00,2023-06-18 17:00:00,6519.29,kWh
2023-06-18 17:00:00,2023-06-18 18:00:00,7161.75,kWh
2023-06-18 18:00:00,2023-06-18 19:00:00,7048.6,kWh
2023-06-18 19:00:00,2023-06-18 20:00:00,8130.91,kWh
2023-06-18 20:00:00,2023-06-18 21:00:00,8638.68,kWh
2023-06-18 21:00:00,2023-06-18 22:00:00,8455.72,kWh
2023-06-18 22:00:00,2023-06-18 23:00:00,10101.22,kWh
2023-06-18 23:00:00,2023-06-19 00:00:00,8708.71,kWh
2023-06-19 00:00:00,2023-06-19 01:00:00,8358.57,kWh
2023-06-19 01:00:00,2023-06-19 02:00:00,8882.6,kWh
2023-06-19 02:00:00,2023-06-19 03:00:00,8736.17,kWh
2023-06-19 03:00:00,2023-06-19 04:00:00,7590.5,kWh
2023-06-19 04:00:00,2023-06-19 05:00:00,7671.79,kWh
2023-06-19 05:00:00,2023-06-19 06:00:00,8278.37,kWh
2023-06-19 06:00:00,2023-06-19 07:00:00,7939.66,kWh
2023-06-19 07:00:00,2023-06-19 08:00:00,7782.31,kWh
2023-06-19 08:00:00,2023-06-19 09:00:00,7951.72,kWh
2023-06-19 09:00:00,2023-06-19 10:00:00,8401.24,kWh
2023-06-19 10:00:00,2023-06-19 11:00:00,10888.42,kWh
2023-06-19 11:00:00,2023-06-19 12:00:00,10828.92,kWh
2023-06-19 12:00:00,2023-06-19 13:00:00,11329.57,kWh
2023-06-19 13:00:00,2023-06-19 14:00:00,11965.34,kWh
2023-06-19 14:00:00,2023-06-19 15:00:00,13764.05,kWh
2023-06-19 15:00:00,2023-06-19 16:00:00,12790.34,kWh
2023-06-19 16:00:00,2023-06-19 17:00:00,13064.83,kWh
2023-06-19 17:00:00,2023-06-19 18:00:00,13083.17,kWh
2023-06-19 18:00:00,2023-06-19 19:00:00,11726.01,kWh
2023-06-19 19:00:00,2023-06-19 20:00:00,12214.25,kWh
2023-06-19 20:00:00,2023-06-19 21:00:00,11815.23,kWh
2023-06-19 21:00:00,2023-06-19 22:00:00,11555.04,kWh
2023-06-19 22:00:00,2023-06-19 23:00:00,11013.73,kWh
2023-06-19 23:00:00,2023-06-20 00:00:00,11146.29,kWh
2023-06-20 00:00:00,2023-06-20 01:00:00,11059.38,kWh
2023-06-20 01:00:00,2023-06-20 02:00:00,11446.51,kWh
2023-06-20 02:00:00,2023-06-20 03:00:00,12039.5,kWh
2023-06-20 03:00:00,2023-06-20 04:00:00,11649.09,kWh
2023-06-20 04:00:00,2023-06-20 05:00:00,11551.99,kWh
2023-06-20 05:00:00,2023-06-20 06:00:00,11607.2,kWh
2023-06-20 06:00:00,2023-06-20 07:00:00,11543.49,kWh
2023-06-20 07:00:00,2023-06-20 08:00:00,11085.63,kWh
2023-06-20 08:00:00,2023-06-20 09:00:00,10799.45,kWh
2023-06-20 09:00:00,2023-06-20 10:00:00,10575.52,kWh
2023-06-20 10:00:00,2023-06-20 11:00:00,9808.52,kWh
2023-06-20 11:00:00,2023-06-20 12:00:00,10779.72,kWh
2023-06-20 12:00:00,2023-06-20 13:00:00,10849.13,kWh
2023-06-20 13:00:00,2023-06-20 14:00:00,11465.89,kWh
2023-06-20 14:00:00,2023-06-20 15:00:00,12172.1,kWh
2023-06-20 15:00:00,2023-06-20 16:00:00,11899.99,kWh
2023-06-20 16:00:00,2023-06-20 17:00:00,12490.99,kWh
2023-06-20 17:00:00,2023-06-20 18:00:00,13001.46,kWh
2023-06-20 18:00:00,2023-06-20 19:00:00,13588.23,kWh
2023-06-20 19:00:00,2023-06-20 20:00:00,13209.98,kWh
2023-06-20 20:00:00,2023-06-20 21:00:00,12293.83,kWh
2023-06-20 21:00:00,2023-06-20 22:00:00,12368.68,kWh
2023-06-20 22:00:00,2023-06-20 23:00:00,11447.42,kWh
2023-06-20 23:00:00,2023-06-21 00:00:00,11969.25,kWh
2023-06-21 00:00:00,2023-06-21 01:00:00,12158.5,kWh
2023-06-21 01:00:00,2023-06-21 02:00:00,11973.57,kWh
2023-06-21 02:00:00,2023-06-21 03:00:00,13186.59,kWh
2023-06-21 03:00:00,2023-06-21 04:00:00,12559.85,kWh
2023-06-21 04:00:00,2023-06-21 05:00:00,12055.99,kWh
2023-06-21 05:00:00,2023-06-21 06:00:00,12645.32,kWh
2023-06-21 06:00:00,2023-06-21 07:00:00,11820.03,kWh
2023-06-21 07:00:00,2023-06-21 08:00:00,11710.61,kWh
2023-06-21 08:00:00,2023-06-21 09:00:00,12579.31,kWh
2023-06-21 09:00:00,2023-06-21 10:00:00,12431.96,kWh
2023-06-21 10:00:00,2023-06-21 11:00:00,12409.28,kWh
2023-06-21 11:00:00,2023-06-21 12:00:00,12802.56,kWh
2023-06-21 12:00:00,2023-06-21 13:00:00,13804.28,kWh
2023-06-21 13:00:00,2023-06-21 14:00:00,13149.18,kWh
2023-06-21 14:00:00,2023-06-21 15:00:00,13973.73,kWh
2023-06-21 15:00:00,2023-06-21 16:00:00,13097.45,kWh
2023-06-21 16:00:00,2023-06-21 17:00:00,13137.77,kWh
2023-06-21 17:00:00,2023-06-21 18:00:00,12548.2,kWh
2023-06-21 18:00:00,2023-06-21 19:00:00,12553.43,kWh
2023-06-21 19:00:00,2023-06-21 20:00:00,11861.44,kWh
2023-06-21 20:00:00,2023-06-21 21:00:00,11513.17,kWh
